"","grain_screened","proof_on_ctd_ink","paper_type","ink_type","solvent_type","type_on_cylinder","press_type","press","unit_number","cylinder_size","paper_mill_location","plating_tank","proof_cut","viscosity","ink_temperature","humifity","roughness","blade_pressure","varnish_pct","press_speed","ink_pct","solvent_pct","ESA_Voltage","ESA_Amperage","wax","hardener","roller_durometer","current_density","anode_space_ratio","chrome_content","band_type"
"324","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",1,"cylinder_size_4","paper_mill_location_3","1910",55,48,14.5,76,0.5,30,8,2000,60,32,0,0,2.5,1,35,5,93.55,1,"band"
"404","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_1","802",7,"cylinder_size_2","paper_mill_location_3","1910",32,42,16,70,0.625,48,0,1350,63.9,36.1,0,0,3,1,34,5,100,3,"noband"
"52","grain_screened_2","proof_on_ctd_ink_2","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_3","824",2,"cylinder_size_4","paper_mill_location_1","1910",40,46,15,68,0.75,28,0,1700,58.8,41.2,0,0,1,1,33,5,103.22,3,"noband"
"138","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","828",2,"cylinder_size_4","paper_mill_location_4","1910",47,68,16,80,0.75,30,0,2250,58.8,41.2,0,0,1.5,1,35,5,106.45,3,"noband"
"192","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_3","paper_mill_location_1","1911",37,54,14.5,80,1,20,10.9,2400,54.3,34.8,0,0,2.5,0.4,30,5,103.3,3,"noband"
"7","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",9,"cylinder_size_4","paper_mill_location_1","1911",50,46,16.5,75,0.75,28,0,2600,62.5,37.5,6,0,2.5,1.1,30,5,106.67,3,"noband"
"113","grain_screened_2","proof_on_ctd_ink_2","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",9,"cylinder_size_4","paper_mill_location_1","1910",47,67,16,82,0.5625,30,1.5,1900,50.5,34.3,0,0,2.5,1.1,33,5,103.125,3,"noband"
"417","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_2","paper_mill_location_3","1911",62,52,15,78,0.75,28,5.9,1400,58.8,35.3,4,0,2.5,0.8,40,5,103.22,3,"band"
"28","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_3","828",2,"cylinder_size_4","paper_mill_location_1","1911",35,42,15,75,0.75,30,0,2100,58.8,41.2,0,0,2,0.8,30,5,107.4,3,"band"
"386","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_1","802",2,"cylinder_size_2","paper_mill_location_3","1911",40,46,15,70,0.75,50,0,1800,53.9,46.1,0,0,2.5,1,40,5,100,3,"band"
"69","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_2","813",9,"cylinder_size_2","paper_mill_location_3","1910",35,45,14.1,65,1,49.0931730900873,0,1500,59.5,40.5,0,0,2.6,1,40,5,109.67,3,"noband"
"447","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_1","802",2,"cylinder_size_3","paper_mill_location_3","1910",45,58,17,72,0.75,39.1065048132325,3.2,1470,53.8,43,0,0,3,1,34,5,100,3,"noband"
"444","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_1","802",2,"cylinder_size_2","paper_mill_location_3","1910",60,60,15,80,0.75,50,10.4,1380,47.2,42.5,0,0,3,1,38,5,106.5,3,"noband"
"267","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","828",2,"cylinder_size_4","paper_mill_location_3","1910",40,54,15.2,88,0.875,28.4662417911394,5.9,2300,49.5,44.6,8,0,2.5,1,33,3,111.1,3,"noband"
"218","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",2,"cylinder_size_4","paper_mill_location_1","1910",30,58,15,96,0.75,30,0,2300,58.8,41.2,6,0,3,0.75,30,3,100,3,"noband"
"219","grain_screened_3","proof_on_ctd_ink_3","paper_type_2","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_4","815",9,"cylinder_size_4","paper_mill_location_1","1910",52,54,16.3,90,0.75,38,0,1800,62.5,38.5,0,0,2.9,1.1,33,3,100,3,"noband"
"5","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_2","paper_mill_location_3","1910",50,40,16.8,76,0.4375,28,8.6,1467,53.8,37.6,5,0,2.5,0.8,40,5,103.87,3,"noband"
"490","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_4","paper_mill_location_1","1910",55,51,16.4,78,0.5,29,2.4057630933176,1800,58.2184533878635,39.2642539850806,1.7292114513402,-0.034990217515934,1.5,1,32.3622875281763,5,100,3,"band"
"156","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","828",2,"cylinder_size_4","paper_mill_location_1","1910",40,56,17,82,0.75,30,0,2550,52.6,47.4,0,0,2,1,33,5,103.22,3,"noband"
"87","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_3","821",7,"cylinder_size_4","paper_mill_location_3","1910",55,49,12.5,70,0.625,30,5.6,1750,55.6,38.9,0,0,2.5,0.9,34,5,106.66,3,"band"
"246","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_3","type_on_cylinder_2","press_type_2","813",1,"cylinder_size_2","paper_mill_location_3","1911",57,56,13.8,73,0.75,50.4166272870792,4.4,1400,52.7,42.9,0,0,2,0.5,40,5,96.8,3,"noband"
"460","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",9,"cylinder_size_2","paper_mill_location_1","1910",40,60,14.5,85,1,35,0,1250,58.8,41.2,2,0,1.5,1,30,5,100,3,"band"
"494","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",2,"cylinder_size_3","paper_mill_location_1","1911",47,53,17,80,0.625,20,5.98359951069554,1850,55.5132926147932,38.4825250165504,1.90521804254543,-0.000515297903120722,2,1.5,32.9095625423574,5,105.7,3,"band"
"273","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_4","paper_mill_location_1","1910",45,53,15.2,78,1,27.5272197341719,13.3,2150,51,35.7,2,0,2.5,1.1,30,3,111.1,3,"noband"
"374","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_1","802",7,"cylinder_size_2","paper_mill_location_3","1910",40,45,13.6,90,0.75,45,0,1386,62.5,37.5,0,0,3,0.7,40,5,96.77,3,"band"
"122","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_3","821",7,"cylinder_size_4","paper_mill_location_3","1911",55,56,15,84,0.625,25,16.7,1850,52.1,31.3,4,0,2,0.6,34,5,103.125,3,"band"
"119","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_4","paper_mill_location_1","1911",50,60,13.6,86,1.125,28,0,1500,64.1,35.9,0,0,2.5,1,33,5,106.45,3,"band"
"207","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_3","821",7,"cylinder_size_4","paper_mill_location_3","1911",40,54,14.1,80,0.669265412282045,20,24.8,1850,41.3,33.9,3,0,2.5,0.8,40,5,103.3,3,"noband"
"181","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",9,"cylinder_size_4","paper_mill_location_1","1910",45,42,15,76,0.75,30,0,2220,58.8,41.2,0,0,2.5,1,30,3,100,3,"noband"
"358","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_4","paper_mill_location_1","1910",35,43,13,75,0.75,30.2042958185827,0,2000,62.5,37.5,0,0,2.5,1.1,30,5,100,3,"band"
"179","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_3","type_on_cylinder_2","press_type_4","815",9,"cylinder_size_2","paper_mill_location_3","1911",52,54,16,82,0.875,22,15.8,900,49.5,34.7,0,0,2.5,1,50,5,96.7,3,"band"
"331","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",9,"cylinder_size_3","paper_mill_location_1","1910",30,48,15,88,0.75,35,7.7,1955.92233897801,57.7,34.6,0,0,2.8,0.8,30,5,100,1,"noband"
"303","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",9,"cylinder_size_4","paper_mill_location_1","1910",45,55,16.1,82,0.75,30,0,2400,58.8,41.2,0,0,2,0.8,30,7,93.75,3,"noband"
"131","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",9,"cylinder_size_4","paper_mill_location_1","1911",37,59,16,75,0.75,20,4.3,2011.77449236534,54.3,41.3,0,0,2.5,1.5,33,5,106.45,3,"noband"
"241","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_4","815",2,"cylinder_size_2","paper_mill_location_3","1910",50,58,13.5,100,0.75,35,0,1750,55.5,44.5,3,0,2.7,0.5,40,3,100,3,"band"
"191","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_1","802",2,"cylinder_size_2","paper_mill_location_3","1910",47,52,14.3,98,0.75,55,11.7,1600,53.2,35.1,0,0,3,1,40,2,100,3,"band"
"371","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",9,"cylinder_size_3","paper_mill_location_1","1910",45,42,14,80,0.749817849287973,20,7.6,2049.53204063387,54.3,38.1,0,0,2.15310243716587,0.994028025218079,30,5,101.67,3,"noband"
"46","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",2,"cylinder_size_4","paper_mill_location_1","1910",50,43,17,87,0.8125,35,0,2300,58.8,41.2,0,0,1.3,0.7,30,5,103.22,3,"noband"
"36","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_3","paper_mill_location_1","1910",45,38,15,80,0.625,30,7,1600,58.1,34.9,0,0,2.5,1.5,30,5,103.22,3,"band"
"340","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","821",7,"cylinder_size_4","paper_mill_location_1","1911",30,52,16.5,80,0.625,40,0,1800,58.1,41.9,1,0,2.5,0.4,35,5,107.4,3,"band"
"516","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","802",7,"cylinder_size_3","paper_mill_location_1","1910",42.9244917497035,40,14.5,70,0.75,60,1.56092933167984,1250,58.7957430401022,39.6057289985019,1.02001052361248,0.0344004977371055,2,1.5,34.6388287507048,5,112.5,3,"band"
"18","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_2","813",5,"cylinder_size_2","paper_mill_location_1","1910",60,38,16.4,64,0.75,44.7016353190151,11,1400,54.9,34.1,0,0,2.5,1,32,5,103.22,3,"noband"
"188","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_3","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_4","paper_mill_location_3","1910",45,49,16,72,0.375,38,15,1650,50,35,0,0,2.5,0.2,38,2,96.9,3,"band"
"149","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_3","824",9,"cylinder_size_4","paper_mill_location_1","1911",50,60,16,76,0.5625,28,5.6,1600,55.6,38.9,0,0,1,0.5,35,5,110,3,"noband"
"102","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_2","813",1,"cylinder_size_2","paper_mill_location_3","1910",40,44,15,68,0.75,47.2083910435016,0,1750,58.8,41.2,0,0,2.7,0.7,35,5,103.125,3,"noband"
"492","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_4","paper_mill_location_1","1910",47,50,17,70,0.5,30,2.89658267964468,2000,57.8587245893677,39.136222837082,1.78116181616299,-0.0381704619536935,2.2,0.7,32.3257546485707,5,103.225,3,"band"
"143","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",2,"cylinder_size_4","paper_mill_location_1","1911",47,60,14.5,74,0.8125,20,8.6,1600,53.8,37.6,0,0,2,1.5,35,5,110,3,"noband"
"59","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_3","827",2,"cylinder_size_4","paper_mill_location_5","1910",40,47,24.5,78,0.875,30,8.8,2100,54.9,36.3,16,0,2.3,1,40,5,100,3,"band"
"61","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_3","827",2,"cylinder_size_4","paper_mill_location_5","1910",40,39,15,77,0.75,20,9.4,2000,52.1,38.5,0,0,2.5,1,40,5,103.22,3,"noband"
"274","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_4","paper_mill_location_1","1910",35,53,14.7,80,1,29.4550834082712,5.5,2150,55.6,38.9,0,0,2.5,0.4,30,3,111.1,3,"noband"
"8","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_3","type_on_cylinder_2","press_type_1","802",7,"cylinder_size_2","paper_mill_location_3","1910",50,45,12,70,0.75,60,0,1650,60.2,39.8,1,0,3,1,40,5,103.22,3,"band"
"522","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_1","816",2,"cylinder_size_2","paper_mill_location_3","1911",45.3478181763235,52,16,75,0.3125,25,5.22924789622795,1500,56.1651019345235,38.5722335430835,1.2096561887971,-0.00677654086892141,2.5,0.6,34.9827850198969,5,109.1,3,"band"
"42","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",9,"cylinder_size_4","paper_mill_location_1","1910",50,43,16,82,0.875,30,0,2270,55.6,44.4,12,0,2,1,30,5,103.22,3,"noband"
"512","grain_screened_3","proof_on_ctd_ink_3","paper_type_3","ink_type_2","solvent_type_1","type_on_cylinder_2","press_type_1","816",2,"cylinder_size_2","paper_mill_location_3","1910",48.1676423478177,53,14.2,72,1,28,7.53647272636206,1600,54.4645189257477,38.0360784480107,0.870517965994741,0.0225788544499664,2.7,1.5,36.8559028644537,5,106.1,3,"band"
"504","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_1","816",9,"cylinder_size_2","paper_mill_location_1","1910",42.813886720213,67,15.1,80,0.75,28,2.19115775589708,1780,58.3726344873858,39.3638045098698,1.2584446860774,-0.00183001266431464,2.5,1,33.943346595515,5,106.25,3,"band"
"353","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_3","828",2,"cylinder_size_4","paper_mill_location_3","1910",65,43,16,78,0.75,30,12,2100,46.3,41.7,0,0,2,1,40,5,100,3,"band"
"206","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_2","paper_mill_location_1","1910",40,54,15,88,0.75,28,0,1800,58.8,41.2,0,0,2.5,1.2,30,2,100,3,"noband"
"433","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_2","paper_mill_location_3","1911",47,65,14,80,0.5,27,11.5,1725,52.1,36.4,3,0,3,0.9,34,5,103.125,3,"noband"
"170","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",9,"cylinder_size_4","paper_mill_location_3","1910",42,58,15,76,1,20,5.4,2000,54.3,40.2,0,0,2.5,1,35,5,103.33,3,"band"
"479","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_1","802",7,"cylinder_size_2","paper_mill_location_3","1911",50,62,11.2,80,0.707900041598836,50,0,1570,58.8,41.2,0,0,3,1,38,5,103.23,3,"band"
"312","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_1","802",7,"cylinder_size_2","paper_mill_location_3","1911",60,50,14.5,70,0.75,45,15.6,1650,45.8,38.5,2,0,2.5,1,40,5,100,3,"noband"
"37","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_4","paper_mill_location_3","1911",40,43,16,96,1,28,0,1500,58.8,41.2,2,0,3,0.8,40,5,103.12,3,"noband"
"453","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","828",9,"cylinder_size_4","paper_mill_location_1","1910",35,59,16.1,84,0.798740366824075,30,0,2500,55,45,0,0,2.5,1.1,30,5,100,3,"noband"
"507","grain_screened_3","proof_on_ctd_ink_3","paper_type_3","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_3","821",7,"cylinder_size_3","paper_mill_location_3","1911",48.4507854456923,60,14.8,80,0.625,25,11.8936745729353,1850,51.1873017759294,37.0166402433145,1.54494730095117,0.024493562079692,2.5,1,35.8971161914613,5,96.9,3,"band"
