"","handicapped.infants","water.project.cost.sharing","adoption.of.the.budget.resolution","physician.fee.freeze","el.salvador.aid","religious.groups.in.schools","anti.satellite.test.ban","aid.to.nicaraguan.contras","mx.missile","immigration","synfuels.corporation.cutback","education.spending","superfund.right.to.sue","crime","duty.free.exports","export.administration.act.south.africa","Class"
"360","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"201","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"89","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"353","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"111","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"158","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"176","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","republican"
"394","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"80","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"226","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"141","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"373","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_y","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"2","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","democrat"
"127","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"156","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"3","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"149","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"387","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"261","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"255","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"210","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"271","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"22","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"204","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"187","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"168","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"259","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"352","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"118","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"215","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"240","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"333","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"382","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"321","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"428","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"160","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"253","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"17","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"409","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"389","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"275","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","democrat"
"90","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"368","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"31","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"94","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"388","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","democrat"
"331","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"371","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"189","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"51","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_y","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"410","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"312","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"20","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_n","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"277","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"420","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"258","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_n","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"359","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"313","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"256","handicapped.infants_n","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_n","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_n","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_n","crime_y","duty.free.exports_n","export.administration.act.south.africa_n","republican"
"58","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
"309","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_n","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_y","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"367","handicapped.infants_y","water.project.cost.sharing_y","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_y","aid.to.nicaraguan.contras_y","mx.missile_n","immigration_y","synfuels.corporation.cutback_y","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"244","handicapped.infants_y","water.project.cost.sharing_n","adoption.of.the.budget.resolution_y","physician.fee.freeze_n","el.salvador.aid_n","religious.groups.in.schools_n","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_y","mx.missile_y","immigration_y","synfuels.corporation.cutback_n","education.spending_n","superfund.right.to.sue_n","crime_n","duty.free.exports_y","export.administration.act.south.africa_y","democrat"
"57","handicapped.infants_n","water.project.cost.sharing_y","adoption.of.the.budget.resolution_n","physician.fee.freeze_y","el.salvador.aid_y","religious.groups.in.schools_y","anti.satellite.test.ban_n","aid.to.nicaraguan.contras_n","mx.missile_n","immigration_y","synfuels.corporation.cutback_n","education.spending_y","superfund.right.to.sue_y","crime_y","duty.free.exports_n","export.administration.act.south.africa_y","republican"
