"","gq","gqtypeg","farm","ownershg","value","rent","ftotinc","nfams","ncouples","nmothers","nfathers","momloc","stepmom","momrule","poploc","steppop","poprule","sploc","sprule","famsize","nchild","nchlt5","famunit","eldch","yngch","nsibs","relateg","age","sex","raceg","marst","chborn","school","educrec","schltype","empstatg","labforce","occscore","sei","classwkg","wkswork2","hrswork2","yrlastwk","workedyr","inctot","incwage","incbus","incfarm","incss","incwelfr","incother","poverty","migrat5g","movedin","vetstat","binaryClass"
"8478","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,230060,"1","1","0","0","0","0","0","0","0","0","0","0","4","0","0","1",99,99,"2","Sibling",9,"Female","Other_Asian_or_Pacific","Never_married_single","1_child","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force",0,0,"Self-employed","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,501,"Moved_place_not_reported","0","No_Service","P"
"6472","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,437,7500,"1","1","1","1","0","0","0","0","0","0","2","1","4","1","0","1",25,25,"0","Head_Householder",36,"Male","White","Married_spouse_present","3","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force",22,18,"Works_for_wages_salary","14-26_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",7500,7500,0,"0",0,0,0,59,"Moved_place_not_reported","2","No_Service","N"
"6994","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",85000,0,38600,"1","1","4","1","3","0","2","0","0","0","0","0","11","0","0","1",99,99,"1","Grandchild",4,"Male","White","Never_married_single","4","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","41-48_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,143,"Same_house","0","No_Service","P"
"857","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,462,17640,"1","1","2","1","0","0","0","0","0","0","2","1","5","1","0","1",33,33,"0","Head_Householder",76,"Male","White","Married_spouse_present","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","No",3600,0,0,"0",0,0,0,116,"Moved_place_not_reported","1","No_Service","P"
"6762","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,29411,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1",28,22,"0","Head_Householder",66,"Male","White","Married_spouse_present","5","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Self-employed","50-52_weeks","49-59_hours","Worked_6-10_yrs_ago","No",18000,0,0,"0",0,0,0,230,"Same_house","7","Yes","P"
"315","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,337,20000,"2","0","0","1","0","0","0","1","0","1","0","0","4","0","0","1",99,99,"2","Child",3,"Male","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","49-59_hours","Worked_current_yr","Yes",0,999999,999999,"999999",99999,99999,99999,158,"Moved_place_not_reported","0","No_Service","P"
"732","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",32500,0,30000,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",33,"Male","White","Married_spouse_present","3","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",34,47,"Self-employed","40-47_weeks","49-59_hours","Worked_more_than_10_yrs_ago","Yes",30000,0,30000,"0",0,0,0,361,"Moved_place_not_reported","5","No_Service","P"
"6272","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,19189,"1","1","1","1","0","0","0","0","0","0","2","1","6","4","0","1",16,11,"0","Head_Householder",50,"Male","Chinese","Married_spouse_present","5","No_not_in_school","Grade_10","Not_enrolled","Employed","Yes_in_labor_force",26,22,"Works_for_wages_salary","50-52_weeks","15-29_hours","Worked_3-5_yrs_ago","Yes",19189,4000,0,"0",0,15189,0,116,"Moved_place_not_reported","2","No_Service","P"
"4906","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,83029,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",47,"Male","White","Married_spouse_present","No_children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",26,44,"Works_for_wages_salary","50-52_weeks","49-59_hours","Worked_previous_yr","Yes",66853,64421,0,"0",0,0,0,501,"Same_house","6","Yes","P"
"5050","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,28720,"2","1","1","1","0","0","0","0","0","0","0","0","5","0","0","1",99,99,"1","Sibling",15,"Male","White","Never_married_single","2__children","No_not_in_school","Grade_5-8","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","27-39_weeks","40_hours","Worked_current_yr","Yes",0,999999,999999,"999999",0,0,0,194,"Moved_place_not_reported","0","No_Service","P"
"2329","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,102400,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",13,"Male","White","Never_married_single","1_child","Yes_in_school","Grade_5-8","Private_school_(19601990)","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,501,"Same_house","0","No_Service","P"
"6428","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,67216,"2","1","1","1","0","0","0","1","0","1","0","0","10","0","0","1",99,99,"2","Child",7,"Male","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","15-29_hours","Never_worked","Yes",0,999999,999999,"999999",99999,99999,99999,254,"Same_house","0","No_Service","P"
"3991","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,10200,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",71,"Female","White","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","49-59_hours","Never_worked","No",0,0,0,"0",0,0,0,136,"Same_house","0","No_Service","P"
"1705","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,141300,"1","1","1","1","2","0","1","1","0","1","0","0","6","0","0","1",99,99,"3","Child",12,"Male","Black_Negro","Never_married_single","2__children","Yes_in_school","Grade_5-8","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,501,"Same_house","0","No_Service","P"
"500","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,44000,"1","0","1","0","1","0","1","0","0","0","0","0","6","0","0","1",99,99,"1","Child",32,"Female","Black_Negro","Separated","3","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",31,65,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_more_than_10_yrs_ago","Yes",23000,23000,0,"0",0,0,0,257,"Moved_place_not_reported","0","No_Service","N"
"6654","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,487,51000,"1","0","2","0","1","0","1","0","0","0","0","0","3","1","0","1",13,13,"0","Child",31,"Female","Black_Negro","Never_married_single","1_child","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",22,61,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_previous_yr","Yes",32000,32000,0,"0",0,0,0,501,"Moved_place_not_reported","0","No_Service","N"
"535","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",137500,0,49050,"1","1","1","1","0","0","0","0","0","0","1","1","3","1","1","1",0,0,"0","Spouse",23,"Female","White","Married_spouse_present","1_child","Yes_in_school","Grade_12","Public_school","Employed","Yes_in_labor_force",41,68,"Works_for_wages_salary","40-47_weeks","40_hours","Worked_current_yr","Yes",16550,16000,0,"500",0,0,0,491,"Moved_place_not_reported","0","No_Service","P"
"6880","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,462,21400,"1","1","1","1","0","0","0","0","0","0","2","1","4","2","0","1",6,5,"0","Head_Householder",34,"Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",26,22,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_6-10_yrs_ago","Yes",13000,13000,0,"0",0,0,0,170,"Same_house","5","No_Service","P"
"7506","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,35720,"2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1",99,99,"0","Grandchild",20,"Male","White","Never_married_single","No_children","Yes_in_school","Grade_12","Private_school_(19601990)","Not_in_labor_force","No_not_in_labor_force",25,15,"Works_for_wages_salary","50-52_weeks","35-39_hours","Worked_previous_yr","Yes",18400,16000,0,"0",0,0,0,358,"Same_house","0","No_Service","P"
"7513","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",187500,0,15619,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",65,"Female","White","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",23,18,"Works_for_wages_salary","1-13_weeks","49-59_hours","Worked_previous_yr","Yes",6822,2110,0,"0",2712,2000,0,208,"Moved_place_not_reported","0","No_Service","P"
"3746","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,69000,"1","1","1","1","0","0","0","0","0","0","1","1","3","1","1","1",1,1,"0","Spouse",30,"Female","Chinese","Married_spouse_present","1_child","No_not_in_school","4+_years_of_college","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",26,58,"Works_for_wages_salary","1-13_weeks","40_hours","Worked_previous_yr","Yes",5000,1000,0,"0",0,0,0,501,"Moved_place_not_reported","0","No_Service","P"
"5162","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",95000,0,28130,"1","0","1","0","3","0","2","0","0","0","0","0","5","0","0","1",99,99,"1","Grandchild",5,"Male","Black_Negro","Never_married_single","1_child","Yes_in_school","None_or_preschool","Public_school","Employed","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_previous_yr","No",0,999999,999999,"999999",99999,99999,99999,185,"Moved_place_not_reported","0","No_Service","P"
"28","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,675,26530,"1","1","1","1","0","0","0","0","0","0","2","1","3","1","0","1",29,29,"0","Head_Householder",53,"Male","White","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",23,18,"Works_for_wages_salary","1-13_weeks","40_hours","Worked_6-10_yrs_ago","Yes",9507,5191,0,"0",0,0,4316,274,"Moved_place_not_reported","1","Yes","P"
"1941","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,875,19800,"2","1","1","1","0","0","0","0","0","0","1","1","3","1","0","1",24,24,"0","Spouse",54,"Female","Chinese","Married_spouse_present","2__children","No_not_in_school","1_to_3_years_of_college","Not_enrolled","Unemployed","Yes_in_labor_force",0,0,"Works_for_wages_salary","1-13_weeks","40_hours","Never_worked","No",0,0,0,"0",0,0,0,204,"Moved_place_not_reported","0","No_Service","P"
"4933","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",27500,0,16526,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",78,"Male","Other_race_nec","Married_spouse_present","3","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","1-14_hours","Worked_more_than_10_yrs_ago","No",11726,0,0,"0",0,0,0,220,"Same_house","7","Yes","P"
"1819","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,1000,90000,"1","1","1","1","0","0","0","0","0","0","1","1","3","1","1","1",3,3,"0","Spouse",34,"Female","Black_Negro","Married_spouse_present","1_child","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",41,68,"Works_for_wages_salary","50-52_weeks","49-59_hours","Never_worked","Yes",30000,30000,0,"0",0,0,0,501,"Moved_place_not_reported","0","No_Service","P"
"2280","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",4e+05,0,54402,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",68,"Male","White","Married_spouse_present","No_children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",50,79,"Works_for_wages_salary","50-52_weeks","41-48_hours","Worked_3-5_yrs_ago","No",47765,0,0,"0",9779,0,0,501,"Same_house","7","Yes","P"
"1965","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,48620,"1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","1",99,99,"0","Spouse",65,"Female","White","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",24,44,"Works_for_wages_salary","1-13_weeks","30-34_hours","Worked_previous_yr","Yes",8000,8000,0,"0",0,0,0,501,"Same_house","0","No_Service","P"
"8560","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",112500,0,26435,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",67,"Male","White","Married_spouse_present","2__children","No_not_in_school","Grade_5-8","Not_enrolled","Not_in_labor_force","No_not_in_labor_force",26,19,"Works_for_wages_salary","50-52_weeks","40_hours","Worked_3-5_yrs_ago","No",18678,0,0,"0",8626,0,0,353,"Same_house","8","Yes","P"
"4181","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",137500,0,41600,"1","1","1","1","2","0","1","1","0","1","0","0","6","0","0","1",99,99,"3","Child",26,"Male","White","Never_married_single","3","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",25,48,"Works_for_wages_salary","40-47_weeks","30-34_hours","Worked_previous_yr","Yes",12000,12000,0,"0",0,0,0,234,"Moved_place_not_reported","0","No_Service","P"
"5602","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",350000,0,106000,"1","1","0","0","0","0","0","0","0","0","2","1","2","0","0","1",99,99,"0","Head_Householder",30,"Male","White","Married_spouse_present","1_child","No_not_in_school","4+_years_of_college","Not_enrolled","Employed","Yes_in_labor_force",39,73,"Works_for_wages_salary","50-52_weeks","60+_hours","Never_worked","Yes",64000,60000,0,"0",0,0,0,501,"Moved_place_not_reported","1","No_Service","P"
"5741","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",275000,0,82000,"1","1","1","1","2","0","1","1","0","1","0","0","5","0","0","1",99,99,"2","Child",9,"Female","White","Never_married_single","No_children","Yes_in_school","Grade_1-4","Public_school","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","15-29_hours","Worked_current_yr","Yes",0,999999,999999,"999999",99999,99999,99999,501,"Same_house","0","No_Service","P"
"8546","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Rented",999999,675,20400,"3","2","1","1","0","0","0","0","0","0","6","2","7","0","0","1",99,99,"0","Sibling-in-Law",36,"Female","White","Married_spouse_present","2__children","No_not_in_school","Grade_12","Not_enrolled","Employed","Yes_in_labor_force",6,7,"Works_for_wages_salary","27-39_weeks","40_hours","Worked_6-10_yrs_ago","Yes",6000,6000,0,"0",0,0,0,101,"Moved_place_not_reported","0","No_Service","N"
"5938","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",162500,0,14900,"2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2",99,99,"0","Other_non-relatives",18,"Female","White","Never_married_single","No_children","Yes_in_school","Grade_11","Public_school","Not_in_labor_force","No_not_in_labor_force",31,73,"Works_for_wages_salary","1-13_weeks","49-59_hours","Worked_previous_yr","Yes",400,400,0,"0",0,0,0,6,"Moved_place_not_reported","0","No_Service","P"
"6955","HH_in_1970_definition_but_sampled_as_larger_unit","NA_(household)","Non-Farm","Owned_or_being_bought_(loan)",95000,0,72400,"1","1","2","1","2","0","1","1","0","1","0","0","10","0","0","1",99,99,"4","Child",4,"Male","White","Never_married_single","No_children","No_not_in_school","None_or_preschool","Not_enrolled","Employed","Yes_in_labor_force",0,0,"Works_for_wages_salary","50-52_weeks","49-59_hours","Worked_more_than_10_yrs_ago","Yes",0,999999,999999,"999999",99999,99999,99999,282,"Same_house","0","No_Service","P"
